voxel_index,fiber_index,true_n_fibers,est_n_fibers,true_theta,true_phi,true_v,est_theta_matched,est_phi_matched,est_v_matched,acc,true_angular_separation,est_angular_separation,vol_frac,method,experiment
2607,1.0,2.0,2.0,1.0217451,3.1415927,0.5,0.2718493387173269,-1.7314936251981512,0.923347493677858,0.0106555787710702,0.012566224970908865,1.995858468716681,0.5,fod2fixel,angle
2608,0.0,2.0,2.0,0.26176634,3.1688018,0.5,0.3180518948154606,-3.141350609203241,0.9232315570134932,0.9775688008217548,0.012566371299062929,1.1469104363258689,0.5,fod2fixel,angle
2608,1.0,2.0,2.0,0.25126487,3.1415927,0.5,1.0831855783272508,1.4487043162500564,0.0767684429865068,0.0562782246487373,0.012566371299062929,1.1469104363258689,0.5,fod2fixel,angle
2609,0.0,2.0,2.0,1.2702813,3.1343403,0.5,0.9865484609532408,0.874248402694072,0.0766828658950747,0.039785202447419,0.012566396470705768,1.146800391833198,0.5,fod2fixel,angle
2609,1.0,2.0,2.0,1.2807585,3.1415927,0.5,0.2356388949018653,3.1414890147431267,0.9233171341049252,0.0351876974136177,0.012566396470705768,1.146800391833198,0.5,fod2fixel,angle
2610,0.0,2.0,2.0,2.5992599,3.1452913,0.5,0.7563053898992896,-0.1074726582249998,0.9235665072611248,0.6849213453971025,0.012566261343432753,1.9943124020548275,0.5,fod2fixel,angle
2610,1.0,2.0,2.0,2.5868425,3.1415927,0.5,2.1381588441595585,1.4980094540549902,0.0764334927388752,0.0563546411942379,0.012566261343432753,1.9943124020548275,0.5,fod2fixel,angle
2611,0.0,2.0,2.0,1.3744689,3.13727,0.5,0.5817912143229611,-0.0002035483920737,0.9232727352402932,0.0505292920826423,0.012566367775471899,1.9949384602581426,0.5,fod2fixel,angle
2611,1.0,2.0,2.0,1.3626375,3.1415927,0.5,2.431145978044486,0.9032139914882804,0.0767272647597068,0.0007030545224607,0.012566367775471899,1.9949384602581426,0.5,fod2fixel,angle
2612,0.0,2.0,2.0,0.118706115,3.0976822,0.5,0.2276018582642912,-1.6646200537273927,0.0770026927948878,0.6156298269961292,0.012566367103791581,1.994339768794903,0.5,fod2fixel,angle
2612,1.0,2.0,2.0,0.10715206,3.1415927,0.5,1.9844407020756647,0.000261756190574,0.9229973072051122,0.0373750373400484,0.012566367103791581,1.994339768794903,0.5,fod2fixel,angle
2613,0.0,2.0,2.0,0.5335909,3.1408827,0.5,2.389271872548454,0.0002564116657686,0.9234642352943508,0.6981311421017592,0.012566400095529999,1.1459614897970332,0.5,fod2fixel,angle
2613,1.0,2.0,2.0,0.546152,3.1415927,0.5,2.0535354489322506,1.4497298298995265,0.0765357647056492,0.0533004080927908,0.012566400095529999,1.1459614897970332,0.5,fod2fixel,angle
2614,0.0,2.0,2.0,0.9074333,3.1514041,0.5,2.566968210840897,0.5098808153113623,0.4979665960040348,0.04941373018166,0.012566305615345885,2.2935453124501457,0.5,fod2fixel,angle
2614,1.0,2.0,2.0,0.9173171,3.1415927,0.5,1.0354222836902336,-1.583243763119234,0.5020334039959651,0.0286435545584607,0.012566305615345885,2.2935453124501457,0.5,fod2fixel,angle
2615,0.0,2.0,2.0,2.3076122,3.1271656,0.5,0.3809441145904175,0.0006323898919853,0.5000074656047148,0.0809239384569436,0.012566341653456525,1.5706502273975136,0.5,fod2fixel,angle
2615,1.0,2.0,2.0,2.3010495,3.1415927,0.5,1.918853542738692,0.4368912926704367,0.4999925343952852,0.0558127264661866,0.012566341653456525,1.5706502273975136,0.5,fod2fixel,angle
2616,0.0,2.0,2.0,2.5858448,3.165052,0.5,1.1831142034088744,1.123437688665455,0.0766289482424594,0.0080439226079776,0.012566410719680983,1.1457706366149965,0.5,fod2fixel,angle
2616,1.0,2.0,2.0,2.5837877,3.1415927,0.5,1.5391267582514914,0.0001103317912775,0.9233710517575404,-0.0029043967461496,0.012566410719680983,1.1457706366149965,0.5,fod2fixel,angle
2617,0.0,2.0,2.0,0.6637482,3.135581,0.5,1.9858998556379075,-0.0003170913117883,0.5002230560824232,-0.0001809905120127,0.012566348047118247,1.5711935092676348,0.5,fod2fixel,angle
2617,1.0,2.0,2.0,0.67574763,3.1415927,0.5,1.946802381178025,1.745831509941388,0.4997769439175768,-0.0521835643244918,0.012566348047118247,1.5711935092676348,0.5,fod2fixel,angle
2618,0.0,2.0,2.0,0.41517872,3.171179,0.5,0.7895337166011375,2.778027021059952,0.4988752087226284,0.1342002575611141,0.012566354445247285,2.293423067922745,0.5,fod2fixel,angle
2618,1.0,2.0,2.0,0.41107577,3.1415927,0.5,1.5095397849337722,-0.2542829575549317,0.5011247912773715,0.0339757294769693,0.012566354445247285,2.293423067922745,0.5,fod2fixel,angle
2619,0.0,2.0,2.0,1.5945505,3.1358697,0.5,1.104399388306894,8.028823999835375e-05,0.4999519188006198,0.1046967178679035,0.012566519249660579,1.5706009738785103,0.5,fod2fixel,angle
2619,1.0,2.0,2.0,1.5833623,3.1415927,0.5,1.1606846237394663,1.79129685613097,0.5000480811993803,-0.0457427776228368,0.012566519249660579,1.5706009738785103,0.5,fod2fixel,angle
2620,0.0,2.0,2.0,1.047044,3.141837,0.5,2.030911181137743,-1.4378268738868376e-05,0.9233238723362672,0.9718992713092766,0.012566493641257068,1.995655043644977,0.5,fod2fixel,angle
2620,1.0,2.0,2.0,1.0596087,3.1415927,0.5,1.200878548489985,1.8767703640330773,0.0766761276637328,0.0563919717036642,0.012566493641257068,1.995655043644977,0.5,fod2fixel,angle
2621,0.0,2.0,2.0,0.12328609,3.1374707,0.5,2.594241471601808,0.725290510961567,0.5010521506428676,0.0611830097873023,0.012566370355394037,0.8489718382897704,0.5,fod2fixel,angle
2621,1.0,2.0,2.0,0.11072891,3.1415927,0.5,1.804074739388396,1.1402533361909248,0.4989478493571324,0.0042817394020062,0.012566370355394037,0.8489718382897704,0.5,fod2fixel,angle
2622,0.0,2.0,2.0,0.659295,3.146462,0.5,2.3968226579594045,-0.0002225577345859,0.923686369884393,0.949588533430882,0.012566409717730037,1.1460587610923048,0.5,fod2fixel,angle
2622,1.0,2.0,2.0,0.67149657,3.1415927,0.5,2.3909061998456336,1.845556401610664,0.0763136301156069,0.052199339613568,0.012566409717730037,1.1460587610923048,0.5,fod2fixel,angle
2623,0.0,2.0,2.0,1.1257375,3.1317558,0.5,2.2006044338474,0.3388183227607095,0.923291589309265,0.3408460400386082,0.012566350602041044,1.9946259669198239,0.5,fod2fixel,angle
2623,1.0,2.0,2.0,1.1168257,3.1415927,0.5,0.7931916000566965,1.906200837884116,0.0767084106907349,0.0254182246649671,0.012566350602041044,1.9946259669198239,0.5,fod2fixel,angle
2624,0.0,2.0,2.0,3.0185251,3.1395574,0.5,0.50039612552191,-0.1682638353191836,0.4993122954182128,0.2630046841718547,0.01256643619761826,0.8474857007141721,0.5,fod2fixel,angle
2624,1.0,2.0,2.0,3.0059614,3.1415927,0.5,1.3456417984993492,-0.0835391366726046,0.5006877045817872,0.0432705739990147,0.01256643619761826,0.8474857007141721,0.5,fod2fixel,angle
2625,0.0,2.0,2.0,1.9237332,3.128628,0.5,1.9214164358279504,1.8130227788870288,0.5004885736496277,0.0388630263643834,0.012566372208963974,0.8481315428538087,0.5,fod2fixel,angle
2625,1.0,2.0,2.0,1.9269091,3.1415927,0.5,1.222647420270381,1.322131795959005,0.4995114263503722,0.0365776077354666,0.012566372208963974,0.8481315428538087,0.5,fod2fixel,angle
2626,0.0,2.0,2.0,3.025591,3.0380058,0.5,0.5558256444266755,0.0002492041790265,0.9232227538784256,0.1095352192431604,0.012566435941701896,1.1460077694008979,0.5,fod2fixel,angle
2626,1.0,2.0,2.0,3.022376,3.1415927,0.5,1.0552872612521442,1.5855084499408156,0.0767772461215743,0.0419053258379069,0.012566435941701896,1.1460077694008979,0.5,fod2fixel,angle
2627,0.0,2.0,2.0,1.0917794,3.1413321,0.5,1.7598150763881206,1.1311292602142475,0.0769559720512281,0.0521804386767726,0.012566514270473256,1.994348202047148,0.5,fod2fixel,angle
2627,1.0,2.0,2.0,1.079215,3.1415927,0.5,0.2453402639484279,-1.722425162344236,0.9230440279487718,0.0408904008174123,0.012566514270473256,1.994348202047148,0.5,fod2fixel,angle
2628,0.0,2.0,2.0,1.1492144,3.1424296,0.5,0.4571831578395575,1.643445254462343,0.4992793805604291,0.0545551093936562,0.01256639107582289,1.2448115303381027,0.5,fod2fixel,angle
2628,1.0,2.0,2.0,1.1366711,3.1415927,0.5,1.672286488630412,2.002456419789119,0.5007206194395709,0.0362443317254048,0.01256639107582289,1.2448115303381027,0.5,fod2fixel,angle
2629,0.0,2.0,2.0,0.9266938,3.1361341,0.5,0.7944632333036836,-1.6000112330303031,0.9233166139806114,0.055838803949698,0.012566402138687626,1.9956660554919077,0.5,fod2fixel,angle
2629,1.0,2.0,2.0,0.93847066,3.1415927,0.5,1.288287415396411,2.022365491104812,0.0766833860193886,0.0346469465275279,0.012566402138687626,1.9956660554919077,0.5,fod2fixel,angle
2630,0.0,2.0,2.0,0.75251776,3.158535,0.5,0.5137515351365899,2.776659571689735,0.4987174458975886,0.4104565037608521,0.012566285352808843,0.848917325046488,0.5,fod2fixel,angle
2630,1.0,2.0,2.0,0.75732774,3.1415927,0.5,0.414795791021644,0.4471695071752412,0.5012825541024114,0.0563023324817203,0.012566285352808843,0.848917325046488,0.5,fod2fixel,angle
2631,0.0,2.0,2.0,1.6886085,3.1400242,0.5,1.4971578337552829,3.214019949169878e-05,0.9236251971424676,0.9863807998427,0.01256645990893699,1.1458239272814383,0.5,fod2fixel,angle
2631,1.0,2.0,2.0,1.7010782,3.1415927,0.5,1.1611540054641991,1.1388440612325286,0.0763748028575322,0.0559786301822306,0.01256645990893699,1.1458239272814383,0.5,fod2fixel,angle
2632,0.0,2.0,2.0,2.1042166,3.1414647,0.5,1.0545207525647242,2.686347668415892,0.499984671927604,0.0563929703610487,0.012566279748643758,1.5710881455914594,0.5,fod2fixel,angle
2632,1.0,2.0,2.0,2.1167824,3.1415927,0.5,0.5638361947654439,-0.0004164641000782,0.5000153280723959,0.0635266628163309,0.012566279748643758,1.5710881455914594,0.5,fod2fixel,angle
2633,0.0,2.0,2.0,2.4416103,3.1322587,0.5,1.92368709411673,-0.0002466825674423,0.92292721591418,0.0384306005290628,0.012566427233403614,1.9940389165260934,0.5,fod2fixel,angle
2633,1.0,2.0,2.0,2.4526663,3.1415927,0.5,0.6097483507845103,1.809887478149853,0.0770727840858201,0.004916681522317,0.012566427233403614,1.9940389165260934,0.5,fod2fixel,angle
2634,0.0,2.0,2.0,1.9105412,3.1317744,0.5,1.440838588549017,0.0001864271723396,0.9227234482533028,0.7194469341389039,0.012566414880348448,1.1470459219727407,0.5,fod2fixel,angle
2634,1.0,2.0,2.0,1.9020579,3.1415927,0.5,0.7368329841408449,1.0781951038079605,0.0772765517466973,0.0090962944696562,0.012566414880348448,1.1470459219727407,0.5,fod2fixel,angle
2635,0.0,2.0,2.0,2.5568728,3.1271484,0.5,1.6424750344745,0.5466276487783197,0.0767824212197016,0.0557604917380834,0.012566365967826213,1.994245615317382,0.5,fod2fixel,angle
2635,1.0,2.0,2.0,2.5666344,3.1415927,0.5,0.417414768291528,-3.1415749554381383,0.9232175787802984,0.0048383596265031,0.012566365967826213,1.994245615317382,0.5,fod2fixel,angle
2636,0.0,2.0,2.0,0.67284554,3.1402597,0.5,1.4048284382956455,-5.56764738855193e-05,0.9236543780366794,0.0429846431822323,0.0125664211478081,1.995733826729439,0.5,fod2fixel,angle
2636,1.0,2.0,2.0,0.68538404,3.1415927,0.5,1.2738776308510762,2.080981229498716,0.0763456219633206,0.0230565323480354,0.0125664211478081,1.995733826729439,0.5,fod2fixel,angle
2637,0.0,2.0,2.0,2.2622042,3.1253026,0.5,0.9324145058668808,7.457123158582405e-05,0.923206524131835,0.9792914885003556,0.012566387949754817,1.1469340341166645,0.5,fod2fixel,angle
2637,1.0,2.0,2.0,2.2629333,3.1415927,0.5,0.779831261516035,1.592863425349074,0.076793475868165,0.0550274604988249,0.012566387949754817,1.1469340341166645,0.5,fod2fixel,angle
2638,0.0,2.0,2.0,1.6593382,3.1388562,0.5,1.4623736937050342,0.4225614570094197,0.0761522522626037,0.1499574470837925,0.012566440396974844,1.1470632322532355,0.5,fod2fixel,angle
2638,1.0,2.0,2.0,1.6716058,3.1415927,0.5,0.3482889608232278,7.340305299575103e-05,0.9238477477373964,0.055850172187093,0.012566440396974844,1.1470632322532355,0.5,fod2fixel,angle
2639,0.0,2.0,2.0,2.1491685,3.1285849,0.5,1.4302017720398803,0.0001575228746807,0.9233199619511446,0.1157338315749246,0.01256644597638315,1.145656409762558,0.5,fod2fixel,angle
2639,1.0,2.0,2.0,2.1429398,3.1415927,0.5,1.0527300305027003,1.1607400382440247,0.0766800380488553,-0.0058644877023059,0.01256644597638315,1.145656409762558,0.5,fod2fixel,angle
2640,0.0,2.0,2.0,1.4009459,3.1411972,0.5,2.1076404596996223,-0.0571250407054525,0.4972771735281271,0.2864596428304285,0.01256623410630848,2.2926787896706866,0.5,fod2fixel,angle
2640,1.0,2.0,2.0,1.3883857,3.1415927,0.5,0.1887975373574389,2.897293868470391,0.5027228264718728,0.0449351668729554,0.01256623410630848,2.2926787896706866,0.5,fod2fixel,angle
2641,0.0,2.0,2.0,1.5635098,3.1328409,0.5,1.5189613924442396,0.0656792758356765,0.0769130422650227,0.9380086458327644,0.01256629645173458,1.146642073082875,0.5,fod2fixel,angle
2641,1.0,2.0,2.0,1.5725275,3.1415927,0.5,0.3731864399909665,-0.0002130810304448,0.9230869577349772,0.0478140745127329,0.01256629645173458,1.146642073082875,0.5,fod2fixel,angle
2642,0.0,2.0,2.0,1.8953637,3.1503894,0.5,0.8979248520108143,-0.2404208270975054,0.5003231684386538,0.1834552003035557,0.01256635898925368,0.8481189071464761,0.5,fod2fixel,angle
2642,1.0,2.0,2.0,1.8859731,3.1415927,0.5,0.1889403043208768,-1.469270109377566,0.4996768315613462,0.0305468429917716,0.01256635898925368,0.8481189071464761,0.5,fod2fixel,angle
2643,0.0,2.0,2.0,1.9205242,3.1340296,0.5,0.9420380914183358,-3.0123398509183832e-05,0.9230179616295808,0.539592955669531,0.012566384914404741,1.1474252609164106,0.5,fod2fixel,angle
2643,1.0,2.0,2.0,1.9308983,3.1415927,0.5,1.496170620295726,1.0983583649903306,0.0769820383704191,0.053551212914706,0.012566384914404741,1.1474252609164106,0.5,fod2fixel,angle
2644,0.0,2.0,2.0,1.5580488,3.1474485,0.5,1.4426866894371466,-0.0029781965434934,0.0769187852569235,0.8664650807297642,0.012566374110048826,1.1468194327151782,0.5,fod2fixel,angle
2644,1.0,2.0,2.0,1.5691675,3.1415927,0.5,1.3306340723288934,1.161207431809162,0.9230812147430764,0.0528881390936923,0.012566374110048826,1.1468194327151782,0.5,fod2fixel,angle
2645,0.0,2.0,2.0,1.8771307,3.137955,0.5,1.7367374864174103,-0.0001754218976993,0.50001466063735,0.0393501282743961,0.012566484740545388,1.5708172433269416,0.5,fod2fixel,angle
2645,1.0,2.0,2.0,1.889211,3.1415927,0.5,1.934470701909965,1.6344308713420634,0.49998533936265,-0.0626638188888511,0.012566484740545388,1.5708172433269416,0.5,fod2fixel,angle
2646,0.0,2.0,2.0,1.70595,3.1452253,0.5,1.5167785296360057,0.0002047533304302,0.923597296256388,0.9544923650486822,0.012566432683339915,1.1462066469810084,0.5,fod2fixel,angle
2646,1.0,2.0,2.0,1.7179908,3.1415927,0.5,1.268350684302348,1.1427358959869536,0.0764027037436118,0.0557178429085828,0.012566432683339915,1.1462066469810084,0.5,fod2fixel,angle
2647,0.0,2.0,2.0,0.49428234,3.129928,0.5,2.634674210052257,0.563156494340397,0.5002532191590082,0.5556721110876796,0.01256640758556904,0.8488038448814977,0.5,fod2fixel,angle
2647,1.0,2.0,2.0,0.48297143,3.1415927,0.5,2.1097212465673056,1.5995945343668412,0.4997467808409918,0.0548630327693941,0.01256640758556904,0.8488038448814977,0.5,fod2fixel,angle
2648,0.0,2.0,2.0,1.4808592,3.1433604,0.5,1.988051280619948,7.04406783706901e-05,0.9233972068567012,0.4058718205619187,0.012566392202288267,1.145127597073391,0.5,fod2fixel,angle
2648,1.0,2.0,2.0,1.4684166,3.1415927,0.5,1.4823914372587652,1.0556266871688236,0.0766027931432986,0.0455041138906126,0.012566392202288267,1.145127597073391,0.5,fod2fixel,angle
2649,0.0,2.0,2.0,1.2543861,3.1477647,0.5,1.5691663311518045,9.917177793022468e-06,0.9233405639231788,0.4315564604315441,0.012566317474853629,1.9943536443306087,0.5,fod2fixel,angle
2649,1.0,2.0,2.0,1.2654939,3.1415927,0.5,1.5345058962580695,1.9947261502855695,0.0766594360768212,0.0554264703744074,0.012566317474853629,1.9943536443306087,0.5,fod2fixel,angle
2650,0.0,2.0,2.0,1.8789916,3.1439428,0.5,1.092636874464103,-0.0002257539816313,0.9230743191422762,0.8100324137448176,0.012566329815865066,1.9946045277001947,0.5,fod2fixel,angle
2650,1.0,2.0,2.0,1.8666272,3.1415927,0.5,1.7247567498066734,1.9693546142282392,0.0769256808577237,0.0561281231048612,0.012566329815865066,1.9946045277001947,0.5,fod2fixel,angle
2651,0.0,2.0,2.0,1.9027146,3.1323252,0.5,1.6715371111996096,4.930510233427616e-05,0.9232312455705084,0.1280186814643517,0.0125662917371251,1.9957837757849097,0.5,fod2fixel,angle
2651,1.0,2.0,2.0,1.911736,3.1415927,0.5,0.6293544661404844,2.171530474514689,0.0767687544294915,-0.1139903075296278,0.0125662917371251,1.9957837757849097,0.5,fod2fixel,angle
2652,0.0,2.0,2.0,1.588599,3.1344004,0.5,1.9168060839311392,-0.2154923586364066,0.0765464990731539,0.1657979531274035,0.012566263571559802,1.1466684727817098,0.5,fod2fixel,angle
2652,1.0,2.0,2.0,1.5989048,3.1415927,0.5,2.039231124238399,1.0423750375621166,0.923453500926846,0.0555896274536414,0.012566263571559802,1.1466684727817098,0.5,fod2fixel,angle
2653,0.0,2.0,2.0,0.47696915,3.16892,0.5,2.400413638875591,0.0083546432412568,0.9229887012552728,0.5795231913185959,0.012566357980451394,1.1466563472395574,0.5,fod2fixel,angle
2653,1.0,2.0,2.0,0.47607467,3.1415927,0.5,2.1869235553305204,1.6059204440029649,0.0770112987447272,0.0358802626437439,0.012566357980451394,1.1466563472395574,0.5,fod2fixel,angle
2654,0.0,2.0,2.0,1.8047705,3.129613,0.5,1.047650786894903,-7.449421537773158e-05,0.923065033051854,0.5113343399421368,0.012566428599225356,1.1466350673672527,0.5,fod2fixel,angle
2654,1.0,2.0,2.0,1.8094896,3.1415927,0.5,1.9494372015904948,0.736507022502945,0.076934966948146,-0.0266403290386598,0.012566428599225356,1.1466350673672527,0.5,fod2fixel,angle
2655,0.0,2.0,2.0,1.2199677,3.1534555,0.5,1.8154198432140565,-5.830394866950063e-06,0.9236079325903592,0.9220937791280656,0.01256630503772128,1.995543812351916,0.5,fod2fixel,angle
2655,1.0,2.0,2.0,1.2257596,3.1415927,0.5,1.2428428917357992,1.9430439107884707,0.0763920674096408,0.0559430055224966,0.01256630503772128,1.995543812351916,0.5,fod2fixel,angle
2656,0.0,2.0,2.0,2.3956616,3.1237261,0.5,0.5019457731388618,0.5505497118158632,0.4994096156224502,0.1961399196806561,0.012566419825215556,0.8485424771158049,0.5,fod2fixel,angle
2656,1.0,2.0,2.0,2.3924394,3.1415927,0.5,0.5050847903517085,2.5945748714931893,0.5005903843775498,0.0456523097993992,0.012566419825215556,0.8485424771158049,0.5,fod2fixel,angle
2657,0.0,2.0,2.0,2.6231673,3.1324193,0.5,0.921875475836382,-0.1249358793946742,0.4976626956311006,0.1835547170618942,0.012566447507692226,0.8470197897567833,0.5,fod2fixel,angle
2657,1.0,2.0,2.0,2.634901,3.1415927,0.5,0.1213500290173073,-0.9929689968269726,0.5023373043688993,0.0856650350322445,0.012566447507692226,0.8470197897567833,0.5,fod2fixel,angle
2658,0.0,2.0,2.0,2.0380442,3.1358924,0.5,1.176503795500023,2.4536199194183328e-05,0.9233231195478386,0.9629849546570736,0.012566400825475941,1.1472406670859305,0.5,fod2fixel,angle
2658,1.0,2.0,2.0,2.0495405,3.1415927,0.5,0.6148508263208331,1.3872755251346711,0.0766768804521614,0.0487876704938141,0.012566400825475941,1.1472406670859305,0.5,fod2fixel,angle
2659,0.0,2.0,2.0,0.6621958,3.1212254,0.5,2.067546930998036,8.238982652062274e-05,0.9231156720919766,0.1785152890617041,0.012566395838723038,1.9934803330397137,0.5,fod2fixel,angle
2659,1.0,2.0,2.0,0.6631471,3.1415927,0.5,2.098327572282105,2.5980612839285757,0.0768843279080233,-0.1106516480654405,0.012566395838723038,1.9934803330397137,0.5,fod2fixel,angle
2660,0.0,2.0,2.0,1.0511367,3.153319,0.5,0.7662897691625526,2.795531449769194,0.0749981865493825,0.2128444561785599,0.012566320080019261,1.1398970527993846,0.5,fod2fixel,angle
2660,1.0,2.0,2.0,1.043737,3.1415927,0.5,1.3545845029523411,1.6237087827139256,0.9250018134506176,-0.0714031461552113,0.012566320080019261,1.1398970527993846,0.5,fod2fixel,angle
2661,0.0,2.0,2.0,0.7095037,3.1334207,0.5,2.154901046232553,-0.275724335073461,0.5245106449415203,0.368504191729225,0.012566346432146101,2.2744575442297315,0.5,fod2fixel,angle
2661,1.0,2.0,2.0,0.7208702,3.1415927,0.5,1.499696844081391,2.114109416491599,0.4754893550584796,0.0541969815358987,0.012566346432146101,2.2744575442297315,0.5,fod2fixel,angle
2662,0.0,2.0,2.0,1.7263725,3.1348686,0.5,1.6318307320014025,-0.21169983320212,0.4758807703881722,0.4880711311389869,0.012566322824585193,0.8680638048875884,0.5,fod2fixel,angle
2662,1.0,2.0,2.0,1.7157089,3.1415927,0.5,2.4938432242647948,-0.087949128978613,0.5241192296118278,0.0453363464984586,0.012566322824585193,0.8680638048875884,0.5,fod2fixel,angle
2663,0.0,2.0,2.0,2.8140724,3.1737494,0.5,1.6606760920507098,-0.2664583136091679,0.4770805226366085,-0.0293908740465773,0.012566354297824508,0.8673814777609824,0.5,fod2fixel,angle
2663,1.0,2.0,2.0,2.8213668,3.1415927,0.5,1.7213655433081163,0.6056599189838505,0.5229194773633914,-0.0911980277259502,0.012566354297824508,0.8673814777609824,0.5,fod2fixel,angle
2664,0.0,2.0,2.0,2.3743536,3.1544468,0.5,0.4184125869919729,-0.1093616386183496,0.0750055389046508,0.3295293114304731,0.012566353187833227,1.140743670903507,0.5,fod2fixel,angle
2664,1.0,2.0,2.0,2.3832438,3.1415927,0.5,1.1347698393814043,1.3771338196434548,0.9249944610953492,0.0562955026869371,0.012566353187833227,1.140743670903507,0.5,fod2fixel,angle
2665,0.0,2.0,2.0,1.157451,3.1460874,0.5,2.0477178448946924,0.0241713977440318,0.9250898668877964,0.9697866112776652,0.01256630977009326,1.140637092334039,0.5,fod2fixel,angle
2665,1.0,2.0,2.0,1.1455742,3.1415927,0.5,0.984380390601804,0.4592600215611105,0.0749101331122034,0.0533774649065388,0.01256630977009326,1.140637092334039,0.5,fod2fixel,angle
2666,0.0,2.0,2.0,1.3314047,3.1375008,0.5,1.88589250242765,-0.0489854509468515,0.0821935368893991,0.9477064162421978,0.012566322115618181,1.1530164762617918,0.5,fod2fixel,angle
2666,1.0,2.0,2.0,1.3433238,3.1415927,0.5,0.7349202597976736,0.0275765754148121,0.9178064631106008,0.0428787110720123,0.012566322115618181,1.1530164762617918,0.5,fod2fixel,angle
2667,0.0,2.0,2.0,1.5784196,3.1541572,0.5,1.4551821242843768,0.0217261070496078,0.9249484811987,0.9198478451839744,0.012566332342819536,1.1405513297973244,0.5,fod2fixel,angle
2667,1.0,2.0,2.0,1.5781852,3.1415927,0.5,2.4243362402332376,0.7106256820794719,0.0750515188012999,0.0397777268152145,0.012566332342819536,1.1405513297973244,0.5,fod2fixel,angle
2668,0.0,2.0,2.0,2.179178,3.130708,0.5,1.8354192705151284,1.7500918597585768,0.9174036998222618,0.0184805250741177,0.012566382190968249,1.1542941549093333,0.5,fod2fixel,angle
2668,1.0,2.0,2.0,2.170366,3.1415927,0.5,2.607527385884021,0.553167416504094,0.0825963001777382,-0.0842729643484798,0.012566382190968249,1.1542941549093333,0.5,fod2fixel,angle
2669,0.0,2.0,2.0,1.0603187,3.1534808,0.5,2.0598870525772632,0.0183762802937916,0.918006415127246,0.9965748623339662,0.012566375507081928,1.98940664079158,0.5,fod2fixel,angle
2669,1.0,2.0,2.0,1.0673828,3.1415927,0.5,1.6038328197641532,2.087910808727538,0.0819935848727541,0.0563445415653231,0.012566375507081928,1.98940664079158,0.5,fod2fixel,angle
2670,0.0,2.0,2.0,1.8674707,3.1315284,0.5,0.3285877234863227,-2.032638186451632,0.0750974757649245,-0.0771653386311486,0.012566245164672925,2.001182064514142,0.5,fod2fixel,angle
2670,1.0,2.0,2.0,1.8594053,3.1415927,0.5,1.689497006787419,1.419229144018589,0.9249025242350756,-0.0927403926659789,0.012566245164672925,2.001182064514142,0.5,fod2fixel,angle
2671,0.0,2.0,2.0,1.2640699,3.1348855,0.5,0.6877710957430335,-0.0157960153758416,0.925187281156554,0.0494443277484247,0.012566396246550735,1.139033285372748,0.5,fod2fixel,angle
2671,1.0,2.0,2.0,1.2748815,3.1415927,0.5,0.7004478270053527,1.989563406557699,0.074812718843446,0.0474918870337079,0.012566396246550735,1.139033285372748,0.5,fod2fixel,angle
2672,0.0,2.0,2.0,1.509059,3.1328497,0.5,2.5137632980224365,2.3372298719300555,0.5007824397611269,0.0459768761414018,0.012566336792916485,1.3905493615516726,0.5,fod2fixel,angle
2672,1.0,2.0,2.0,1.5000142,3.1415927,0.5,1.2023048847429827,1.8000823240210102,0.499217560238873,-0.0192790840235885,0.012566336792916485,1.3905493615516726,0.5,fod2fixel,angle
2673,0.0,2.0,2.0,2.0348222,3.1286702,0.5,1.3794664538125176,0.0213164781596153,0.4998962817183236,0.551918059713839,0.012566323179961036,1.3711782162490245,0.5,fod2fixel,angle
2673,1.0,2.0,2.0,2.0397925,3.1415927,0.5,1.3849642904688957,1.4221927943974095,0.5001037182816764,-0.0344739470489951,0.012566323179961036,1.3711782162490245,0.5,fod2fixel,angle
2674,0.0,2.0,2.0,2.80347,3.1790972,0.5,0.3051986345827283,0.7213367456520097,0.0820695901984828,0.7081216300604839,0.012566322069269035,1.1527271749218126,0.5,fod2fixel,angle
2674,1.0,2.0,2.0,2.8054795,3.1415927,0.5,1.371398352342017,-0.0208215830967909,0.9179304098015172,0.0304828769182972,0.012566322069269035,1.1527271749218126,0.5,fod2fixel,angle
2675,0.0,2.0,2.0,1.9950943,3.1530178,0.5,1.4881361428605533,0.1921899159767955,0.4752936908620465,0.2527937457785497,0.012566326035831361,0.8665976681258468,0.5,fod2fixel,angle
2675,1.0,2.0,2.0,1.9880828,3.1415927,0.5,2.314578365379273,0.4795538347864266,0.5247063091379535,0.0305018417915916,0.012566326035831361,0.8665976681258468,0.5,fod2fixel,angle
2676,0.0,2.0,2.0,0.2286359,3.1126084,0.5,1.1176698534216616,1.7203426202849534,0.523946955293053,0.0508808600745017,0.012566390769386548,0.8669705909744356,0.5,fod2fixel,angle
2676,1.0,2.0,2.0,0.23925635,3.1415927,0.5,1.8562994121852072,1.2536548094091309,0.4760530447069469,0.0402154840079355,0.012566390769386548,0.8669705909744356,0.5,fod2fixel,angle
2677,0.0,2.0,2.0,0.08823187,3.1922908,0.5,2.1446680830946234,2.214334044161941,0.4772932423532141,0.0364279362260978,0.012566366756615965,0.8673063153917074,0.5,fod2fixel,angle
2677,1.0,2.0,2.0,0.07637286,3.1415927,0.5,1.3084602355613992,1.973548135715428,0.5227067576467859,0.0118607607715249,0.012566366756615965,0.8673063153917074,0.5,fod2fixel,angle
